"row_id","heart_disease_mortality_per_100k","metro_ruccs","population_ruccs","urban_influence","economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","yr","demo__pct_nonwhite","pure_population","metro_adjacency"
327,309,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Nonspecialized",0.432,0.066,0.242,0.07,0.512,0.227,0.172,0.171717172,0.407070707,0.262626263,0.158585859,12,12,0.346,0.23,0.12,0.076,0.313,14,20.1,3520,1289,"a",0.067,"2,500 - <20,000","nonadjacent"
464,300,"Metro","Metro <250k","2","Nonspecialized",0.393,0.069,0.209,0.052,0.516,0.21,0.203,0.207489879,0.356275304,0.273279352,0.162955466,10,12,0.343,0.169,0.149,0.095,0.289,12,21.59,3449,3450,"a",0.309,"< 250,000","metro"
5878,309,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Farm-dependent",0.517,0.06,0.161,0.045,0.512,0.23,0.198,0.111776447,0.412175649,0.324351297,0.151696607,10,13,0.326,0.239,0.112,0.064,0.292,13,18.65,3220,1939,"a",0.067,"2,500 - <20,000","adjacent"
3646,243,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.492,0.021,0.137,0.081,0.494,0.178,0.292,0.115577889,0.376884422,0.322613065,0.184924623,10,16,0.309,0.158,0.111,0.1,0.282,10,NA,2289,NA,"a",0.016,"< 2,500","nonadjacent"
654,284,"Metro","Metro 250k - 1 million","2","Recreation",0.413,0.07,0.226,0.089,0.511,0.224,0.197,0.178714859,0.296184739,0.351405622,0.173694779,10,13,0.332,0.268,0.109,0.082,0.344,15,26.63,4839,2379,"b",0.089,"250,000 - 1,000,000","metro"
2190,299,"Metro","Metro <250k","2","Nonspecialized",0.395,0.076,0.219,0.065,0.519,0.223,0.19,0.207243461,0.352112676,0.274647887,0.165995976,10,11,0.343,0.175,0.15,0.09,0.303,13,31.88,3490,3479,"b",0.312,"< 250,000","metro"
3869,278,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.471,0.064,0.22,0.13,0.5,0.27,0.092,0.167167167,0.317317317,0.328328328,0.187187187,12,7,0.309,NA,0.086,0.078,0.295,9,28.21,18210,8879,"b",0.306,"> 1,000,000","metro"
1308,280,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.467,0.067,0.275,0.092,0.527,0.227,0.126,0.11746988,0.253012048,0.304216867,0.325301205,14,8,0.271,0.184,0.107,0.101,0.238,13,13.96,1749,1170,"b",0.474,"250,000 - 1,000,000","metro"
645,269,"Nonmetro","Rural metro non-adjacent","8","Farm-dependent",0.552,0.053,0.13,0.061,0.5,0.215,0.189,0.075075075,0.361361361,0.406406406,0.157157157,11,11,0.292,0.165,0.101,0.042,0.263,12,18.65,3799,7540,"b",0.031,"< 2,500","nonadjacent"
3945,278,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.466,0.038,0.181,0.116,0.481,0.359,0.109,0.088442211,0.352763819,0.408040201,0.150753769,19,9,0.288,0.127,0.067,0.067,0.212,13,23.88,2609,1719,"b",0.055,"250,000 - 1,000,000","metro"
5510,260,"Nonmetro","Rural metro non-adjacent","10","Farm-dependent",0.559,0.031,0.189,0.077,0.487,0.242,0.176,0.126518219,0.325910931,0.372469636,0.175101215,12,12,0.292,0.197,0.117,0.076,0.282,14,49.55,4969,2489,"b",0.169,"< 2,500","nonadjacent"
4419,280,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.555,0.03,0.244,0.142,0.504,0.203,0.252,0.126746507,0.318363273,0.363273453,0.191616766,9,12,0.202,NA,0.081,0.101,0.22,13,63.66,1839,1250,"a",0.138,"< 2,500","nonadjacent"
6181,239,"Nonmetro","Rural metro non-adjacent","10","Farm-dependent",0.54,0.038,0.193,0.088,0.494,0.233,0.216,0.111002921,0.373904576,0.311587147,0.203505355,19,9,0.323,0.183,0.088,0.04,0.29,11,NA,1800,NA,"a",0.031,"< 2,500","nonadjacent"
2544,382,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.397,0.075,0.265,0.094,0.506,0.227,0.179,0.204365079,0.320436508,0.356150794,0.119047619,11,11,0.321,0.215,0.142,0.127,0.283,12,38.53,4770,2610,"a",0.392,"2,500 - <20,000","adjacent"
1601,324,"Nonmetro","Rural metro-adjacent","6","Federal/State government-dependent",0.403,0.085,0.23,0.066,0.547,0.213,0.152,0.214778325,0.406896552,0.214778325,0.163546798,13,12,0.391,0.165,0.159,0.136,0.322,13,31.68,7109,2239,"b",0.763,"< 2,500","adjacent"
4537,353,"Metro","Metro <250k","2","Nonspecialized",0.41,0.061,0.239,0.069,0.515,0.243,0.188,0.136454183,0.442231076,0.258964143,0.162350598,10,11,0.349,0.216,0.151,0.092,0.299,12,24.54,NA,8620,"a",0.143,"< 250,000","metro"
2062,255,"Nonmetro","Rural metro non-adjacent","12","Recreation",0.469,0.068,0.192,0.09,0.527,0.157,0.346,0.101814516,0.324596774,0.289314516,0.284274194,8,18,0.301,NA,0.135,0.118,0.291,12,25.03,11139,1600,"a",0.326,"< 2,500","nonadjacent"
2983,225,"Nonmetro","Rural metro non-adjacent","10","Farm-dependent",0.559,0.028,0.201,0.111,0.498,0.273,0.18,0.141164857,0.314906219,0.324777887,0.219151037,12,7,0.281,0.21,0.117,0.052,0.286,12,NA,4339,4390,"a",0.173,"< 2,500","nonadjacent"
103,291,"Nonmetro","Rural metro-adjacent","3","Nonspecialized",0.381,0.077,0.221,0.089,0.525,0.202,0.247,0.170854271,0.350753769,0.324623116,0.153768844,8,12,0.327,0.209,0.156,0.091,0.257,12,14.06,13600,4520,"a",0.269,"< 2,500","adjacent"
5868,190,"Metro","Metro > 1 million","1","Nonspecialized",0.524,0.035,0.131,0.055,0.512,0.234,0.132,0.099700897,0.220338983,0.276171486,0.403788634,15,8,0.252,0.15,0.079,0.071,0.182,12,5.08,1270,949,"a",0.34,"> 1,000,000","metro"
1545,322,"Metro","Metro <250k","2","Mining-dependent",0.45,0.059,0.161,0.063,0.478,0.193,0.185,0.117117117,0.431431431,0.303303303,0.148148148,10,12,0.327,0.225,0.148,0.084,0.333,14,11.4,2670,2169,"a",0.056,"< 250,000","metro"
1347,309,"Nonmetro","Rural metro-adjacent","7","Manufacturing-dependent",0.419,0.061,0.225,0.082,0.506,0.185,0.239,0.210953347,0.364097363,0.305273834,0.119675456,7,13,0.295,0.193,0.118,0.084,0.253,13,22.83,6120,4609,"a",0.098,"< 2,500","adjacent"
5059,274,"Metro","Metro > 1 million","1","Nonspecialized",0.511,0.065,0.118,0.033,0.505,0.197,0.207,0.073366834,0.382914573,0.277386935,0.266331658,9,12,0.281,0.18,0.101,0.08,0.256,14,12.57,1580,1280,"a",0.036,"> 1,000,000","metro"
2605,206,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Recreation",0.5,0.064,0.142,0.08,0.467,0.212,0.171,0.107971746,0.426841574,0.326942482,0.138244198,10,9,0.281,0.178,0.073,0.056,0.231,12,16.17,5159,4220,"b",0.077,"2,500 - <20,000","adjacent"
119,330,"Metro","Metro <250k","2","Nonspecialized",0.408,0.049,0.243,0.043,0.51,0.224,0.196,0.205588822,0.373253493,0.289421158,0.131736527,12,13,0.348,0.327,0.136,0.094,0.319,13,25.82,13360,4480,"a",0.134,"< 250,000","metro"
2831,319,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.513,0.067,0.196,0.06,0.52,0.252,0.162,0.181910569,0.425813008,0.266260163,0.12601626,13,11,0.322,0.242,0.106,0.096,0.346,13,20.64,1800,1699,"b",0.142,">20,000","adjacent"
3355,199,"Nonmetro","Rural metro non-adjacent","10","Farm-dependent",0.568,0.015,0.185,0.08,0.495,0.225,0.243,0.138446215,0.406374502,0.25498008,0.200199203,14,12,0.272,0.117,0.099,NA,0.295,12,NA,3019,2970,"a",0.042,"< 2,500","nonadjacent"
4908,325,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.451,0.068,0.231,0.045,0.529,0.213,0.171,0.206237425,0.387323944,0.293762575,0.112676056,12,13,0.357,0.243,0.155,0.114,0.392,13,27.08,4309,2610,"b",0.438,"2,500 - <20,000","adjacent"
441,220,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.549,0.045,0.163,0.046,0.512,0.194,0.16,0.07388664,0.336032389,0.267206478,0.322874494,8,9,0.262,0.175,0.091,0.052,0.2,10,12.94,1849,1390,"b",0.039,">20,000","adjacent"
5658,356,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.506,0.044,0.202,0.063,0.492,0.243,0.171,0.134730539,0.347305389,0.343313373,0.174650699,11,13,0.386,0.216,0.117,0.072,0.334,9,23.79,2989,3029,"a",0.065,"2,500 - <20,000","adjacent"
1643,289,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Federal/State government-dependent",0.467,0.063,0.145,0.057,0.513,0.18,0.17,0.110772358,0.467479675,0.218495935,0.203252033,9,11,0.334,0.171,0.109,0.068,0.24,14,22.05,2609,2199,"a",0.034,"2,500 - <20,000","adjacent"
5961,320,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Federal/State government-dependent",0.36,0.086,0.242,0.061,0.479,0.208,0.157,0.246246246,0.404404404,0.252252252,0.097097097,9,14,0.401,0.167,0.15,0.137,0.306,12,27.26,9169,9320,"a",0.657,"2,500 - <20,000","adjacent"
6184,230,"Metro","Metro > 1 million","1","Nonspecialized",0.489,0.042,0.162,0.062,0.508,0.257,0.114,0.10794897,0.31501472,0.289499509,0.287536801,12,7,0.313,0.171,0.114,0.076,0.224,13,12.46,2399,1670,"a",0.274,"> 1,000,000","metro"
951,307,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Recreation",0.497,0.074,0.212,0.071,0.516,0.209,0.19,0.234170854,0.423115578,0.211055276,0.131658291,11,12,0.309,0.271,0.099,0.055,0.256,13,17.88,6019,1989,"b",0.055,"2,500 - <20,000","adjacent"
6112,233,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.53,0.026,0.144,0.049,0.517,0.212,0.178,0.059236948,0.317269076,0.354417671,0.269076305,14,12,0.328,0.181,0.086,0.059,0.267,11,10.27,1599,1239,"b",0.075,"2,500 - <20,000","adjacent"
2858,210,"Nonmetro","Urban >20,000 metro-adjacent","3","Recreation",0.586,0.051,0.299,0.155,0.471,0.157,0.187,0.091269841,0.279761905,0.31547619,0.313492063,10,9,0.182,0.233,0.079,0.085,0.181,11,19.63,2019,1470,"b",0.291,">20,000","adjacent"
3173,357,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.42,0.111,0.287,0.065,0.514,0.246,0.158,0.207198444,0.43385214,0.224708171,0.134241245,14,14,0.388,0.225,0.154,0.122,0.38,12,25.83,2569,2760,"b",0.488,"2,500 - <20,000","adjacent"
5497,257,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.423,0.091,0.208,0.07,0.515,0.185,0.232,0.108242304,0.327706058,0.378351539,0.185700099,10,14,0.287,0.258,0.096,0.071,0.221,8,15.23,1510,1139,"b",0.091,">20,000","nonadjacent"
6256,306,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.45,0.075,0.189,0.061,0.513,0.221,0.184,0.115308151,0.453280318,0.255467197,0.175944334,10,12,0.326,0.249,0.1,0.099,0.305,14,11.45,2079,1879,"b",0.102,"250,000 - 1,000,000","metro"
2641,364,"Nonmetro","Rural metro non-adjacent","8","Nonspecialized",0.38,0.082,0.246,0.106,0.532,0.239,0.175,0.199398798,0.344689379,0.315631263,0.140280561,11,12,0.343,0.193,0.154,0.128,0.367,13,34.1,5470,4130,"a",0.343,"< 2,500","nonadjacent"
4262,199,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Farm-dependent",0.491,0.066,0.271,0.106,0.484,0.269,0.139,0.246506986,0.349301397,0.301397206,0.102794411,13,8,0.258,0.237,0.088,0.057,0.26,10,NA,NA,2789,"b",0.352,"2,500 - <20,000","adjacent"
2793,294,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.442,0.072,0.215,0.074,0.509,0.213,0.186,0.195367573,0.396777442,0.273917422,0.133937563,13,12,0.334,0.295,0.106,0.094,0.338,13,25.63,4349,1650,"b",0.017,"2,500 - <20,000","adjacent"
1001,410,"Nonmetro","Urban >20,000 metro-adjacent","5","Federal/State government-dependent",0.447,0.073,0.229,0.074,0.525,0.25,0.147,0.146733668,0.300502513,0.316582915,0.236180905,13,11,0.365,0.268,0.14,0.125,0.35,12,21.13,2189,1449,"a",0.501,">20,000","adjacent"
1625,350,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.414,0.038,0.257,0.109,0.513,0.227,0.206,0.184079602,0.411940299,0.259701493,0.144278607,12,11,0.313,0.309,0.109,0.076,0.325,10,24.64,3950,1970,"a",0.095,"2,500 - <20,000","adjacent"
477,340,"Metro","Metro <250k","2","Nonspecialized",0.456,0.082,0.209,0.065,0.489,0.21,0.144,0.12601626,0.332317073,0.318089431,0.223577236,12,10,0.324,0.235,0.092,0.078,0.292,14,14.29,2059,1099,"b",0.111,"< 250,000","metro"
5112,281,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.497,0.03,0.271,0.166,0.478,0.206,0.248,0.151269036,0.373604061,0.280203046,0.194923858,12,12,0.28,NA,0.104,NA,0.353,10,NA,NA,NA,"b",0.014,"< 2,500","nonadjacent"
5580,221,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.481,0.064,0.188,0.053,0.498,0.269,0.124,0.114141414,0.248484848,0.344444444,0.292929293,14,7,0.32,0.151,0.102,0.07,0.181,10,6.93,1549,1309,"a",0.268,"250,000 - 1,000,000","metro"
4663,187,"Metro","Metro <250k","2","Nonspecialized",0.585,0.03,0.11,0.063,0.498,0.189,0.117,0.05511022,0.284569138,0.343687375,0.316633267,11,7,0.248,0.19,0.062,0.061,0.239,13,11.79,1359,1070,"b",0.081,"< 250,000","metro"
4320,296,"Metro","Metro > 1 million","1","Nonspecialized",0.511,0.035,0.165,0.08,0.513,0.228,0.139,0.107429719,0.330321285,0.308232932,0.254016064,11,10,0.306,0.29,0.098,0.087,0.29,14,7.3,1729,1750,"a",0.1,"> 1,000,000","metro"
3821,259,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.479,0.054,0.125,0.049,0.486,0.197,0.168,0.121334681,0.347826087,0.321536906,0.209302326,10,9,0.285,0.279,0.105,0.074,0.222,12,11.47,2399,3449,"a",0.088,">20,000","adjacent"
5902,259,"Nonmetro","Urban >20,000 metro-adjacent","5","Federal/State government-dependent",0.499,0.043,0.223,0.094,0.51,0.241,0.138,0.12462908,0.332344214,0.284866469,0.258160237,12,8,0.328,0.154,0.09,0.07,0.231,9,13.44,1590,1529,"a",0.27,">20,000","adjacent"
895,228,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Recreation",0.473,0.063,0.157,0.052,0.51,0.217,0.191,0.085232904,0.361744301,0.348860258,0.204162537,11,11,0.346,0.247,0.13,0.07,0.246,11,13.68,1499,1499,"a",0.042,"2,500 - <20,000","nonadjacent"
2775,339,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.379,0.085,0.28,0.169,0.504,0.183,0.267,0.14516129,0.353830645,0.365927419,0.135080645,9,16,0.297,0.26,0.108,0.102,0.295,12,33.65,4689,2380,"a",0.216,">20,000","adjacent"
36,262,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Manufacturing-dependent",0.504,0.04,0.172,0.074,0.513,0.248,0.181,0.092353525,0.476663357,0.279046673,0.151936445,12,12,0.323,0.176,0.121,0.068,0.262,13,11.27,3639,2039,"b",0.045,"2,500 - <20,000","adjacent"
2760,298,"Nonmetro","Rural metro non-adjacent","12","Federal/State government-dependent",0.332,0.108,0.26,0.142,0.515,0.332,0.093,0.173212487,0.219536757,0.402819738,0.204431017,19,11,0.407,0.348,0.139,0.092,0.338,9,51.35,1620,2389,"a",0.788,"< 2,500","nonadjacent"
3228,179,"Metro","Metro > 1 million","1","Nonspecialized",0.619,0.046,0.155,0.061,0.481,0.13,0.142,0.122469636,0.125506073,0.206477733,0.545546559,11,7,0.156,0.092,0.059,0.068,0.157,8,4.27,749,650,"b",0.553,"> 1,000,000","metro"
5754,203,"Metro","Metro > 1 million","1","Nonspecialized",0.511,0.053,0.235,0.137,0.512,0.283,0.081,0.114427861,0.178109453,0.274626866,0.432835821,14,4,0.246,0.092,0.082,0.093,0.213,9,8.67,2329,1470,"b",0.639,"> 1,000,000","metro"
1203,296,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.459,0.082,0.228,0.171,0.502,0.24,0.171,0.100101112,0.35793731,0.386248736,0.155712841,14,10,0.322,0.238,0.083,0.069,0.258,13,26.07,1760,1889,"b",0.229,"2,500 - <20,000","adjacent"
2967,258,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Mining-dependent",0.566,0.04,0.186,0.075,0.509,0.22,0.186,0.103896104,0.265734266,0.371628372,0.258741259,14,13,0.312,0.172,0.098,0.071,0.253,11,NA,1680,1200,"b",0.088,"2,500 - <20,000","nonadjacent"
5142,316,"Nonmetro","Rural metro non-adjacent","12","Federal/State government-dependent",0.424,0.048,0.244,0.087,0.47,0.189,0.195,0.257028112,0.342369478,0.27811245,0.12248996,10,11,0.301,0.206,0.128,0.091,0.311,12,39.87,4169,4190,"a",0.381,"< 2,500","nonadjacent"
6011,299,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Manufacturing-dependent",0.47,0.062,0.153,0.069,0.507,0.215,0.183,0.118055556,0.507936508,0.231150794,0.142857143,11,13,0.299,0.255,0.137,0.078,0.291,13,16.14,2240,2130,"a",0.014,"2,500 - <20,000","nonadjacent"
435,255,"Nonmetro","Rural metro non-adjacent","12","Recreation",0.487,0.076,0.205,0.091,0.531,0.156,0.332,0.095477387,0.334673367,0.293467337,0.27638191,7,16,0.322,NA,0.147,0.12,0.32,12,24.86,11420,1610,"b",0.304,"< 2,500","nonadjacent"
5969,203,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Mining-dependent",0.449,0.062,0.296,0.142,0.374,0.257,0.048,0.111665005,0.370887338,0.376869392,0.140578265,17,5,0.342,0.459,0.076,0.068,0.255,NA,NA,1929,3209,"a",0.613,"2,500 - <20,000","nonadjacent"
5668,288,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Mining-dependent",0.456,0.066,0.138,0.047,0.532,0.212,0.15,0.181818182,0.187878788,0.43030303,0.2,14,8,0.284,NA,0.105,0.086,0.243,13,NA,1029,250,"b",0.096,"2,500 - <20,000","nonadjacent"
3361,214,"Nonmetro","Rural metro-adjacent","7","Farm-dependent",0.563,0.04,0.152,0.087,0.49,0.253,0.169,0.101303912,0.414242728,0.315947844,0.168505517,13,8,0.309,0.075,0.083,0.053,0.2,12,29.86,3389,3359,"b",0.039,"< 2,500","adjacent"
3051,271,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.492,0.042,0.275,0.126,0.505,0.277,0.115,0.148148148,0.302302302,0.341341341,0.208208208,13,7,0.288,0.143,0.104,0.071,0.232,10,12.97,3710,2359,"a",0.355,"> 1,000,000","metro"
3632,236,"Metro","Metro > 1 million","1","Recreation",0.438,0.077,0.284,0.116,0.504,0.283,0.124,0.200201207,0.26056338,0.329979879,0.209255533,13,6,0.267,0.147,0.098,0.073,0.2,9,12.75,2160,2500,"b",0.607,"> 1,000,000","metro"
1082,240,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Federal/State government-dependent",0.507,0.033,0.222,0.141,0.439,0.196,0.153,0.128282828,0.311111111,0.404040404,0.156565657,11,11,0.239,0.254,0.057,0.076,0.208,14,18.08,2660,1729,"b",0.232,"2,500 - <20,000","nonadjacent"
1773,193,"Nonmetro","Urban >20,000 metro-adjacent","3","Recreation",0.491,0.063,0.124,0.065,0.504,0.235,0.187,0.068341709,0.310552764,0.394974874,0.226130653,11,10,0.267,0.173,0.096,0.064,0.21,12,12.16,1290,990,"b",0.035,">20,000","adjacent"
1056,317,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.414,0.062,0.313,0.138,0.503,0.238,0.197,0.20040282,0.35448137,0.316213494,0.128902316,11,11,0.339,0.197,0.126,0.073,0.404,10,25.62,7989,2649,"a",0.276,"2,500 - <20,000","adjacent"
1283,293,"Nonmetro","Urban >20,000 metro-adjacent","4","Recreation",0.457,0.057,0.162,0.054,0.482,0.228,0.154,0.133,0.336,0.301,0.23,11,9,0.304,0.249,0.117,0.085,0.233,11,14.87,2390,2130,"a",0.243,">20,000","adjacent"
3456,272,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.507,0.062,0.175,0.064,0.518,0.225,0.152,0.086519115,0.320925553,0.286720322,0.30583501,11,10,0.284,0.189,0.097,0.079,0.252,14,7.57,1720,1060,"b",0.192,"250,000 - 1,000,000","metro"
422,231,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.556,0.03,0.167,0.078,0.498,0.197,0.258,0.064451158,0.417925478,0.351460222,0.166163142,10,13,0.297,0.14,0.097,NA,0.316,11,NA,2240,890,"b",0.032,"< 2,500","nonadjacent"
1563,224,"Nonmetro","Rural metro-adjacent","5","Manufacturing-dependent",0.526,0.076,0.145,0.05,0.498,0.198,0.195,0.093093093,0.429429429,0.356356356,0.121121121,7,9,0.279,NA,0.099,0.071,0.279,12,23.87,2939,5960,"b",0.07,"< 2,500","adjacent"
1580,259,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Farm-dependent",0.452,0.068,0.328,0.075,0.491,0.346,0.106,0.337337337,0.26026026,0.272272272,0.13013013,20,6,0.362,0.107,0.105,0.073,0.256,11,9.99,1270,1579,"a",0.678,"2,500 - <20,000","adjacent"
1720,253,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.517,0.056,0.138,0.021,0.508,0.218,0.202,0.088293651,0.412698413,0.343253968,0.155753968,10,11,0.293,0.324,0.108,0.05,0.291,11,12.87,8080,5400,"a",0.039,"250,000 - 1,000,000","metro"
691,205,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.455,0.069,0.322,0.156,0.486,0.184,0.25,0.241276171,0.276171486,0.305084746,0.177467597,9,6,0.209,0.188,0.088,0.142,0.215,12,56.15,NA,NA,"a",0.725,"< 2,500","nonadjacent"
5091,319,"Nonmetro","Rural metro non-adjacent","10","Farm-dependent",0.492,0.049,0.281,0.152,0.5,0.241,0.195,0.174212598,0.419291339,0.256889764,0.149606299,14,14,0.335,NA,0.11,0.064,0.309,10,NA,4159,1029,"b",0.024,"< 2,500","nonadjacent"
2622,281,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Mining-dependent",0.399,0.038,0.344,0.138,0.396,0.217,0.119,0.405378486,0.258964143,0.230079681,0.105577689,14,8,0.316,NA,0.088,0.102,0.284,11,15.35,16899,6869,"b",0.813,"2,500 - <20,000","nonadjacent"
5290,184,"Nonmetro","Rural metro non-adjacent","12","Farm-dependent",0.476,0.046,0.22,0.106,0.52,0.219,0.238,0.108080808,0.417171717,0.313131313,0.161616162,8,11,0.306,0.171,0.111,NA,0.311,12,NA,2919,3020,"a",0.026,"< 2,500","nonadjacent"
1639,247,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Recreation",0.385,0.105,0.231,0.105,0.503,0.17,0.275,0.114885115,0.275724276,0.344655345,0.264735265,7,15,0.207,0.305,0.089,0.144,0.259,13,37.68,6759,1629,"b",0.415,"2,500 - <20,000","adjacent"
4205,280,"Metro","Metro > 1 million","1","Nonspecialized",0.482,0.047,0.152,0.058,0.515,0.253,0.127,0.124248497,0.280561122,0.323647295,0.271543086,14,8,0.316,0.198,0.111,0.11,0.254,12,12.7,2849,1000,"a",0.463,"> 1,000,000","metro"
1115,240,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.485,0.039,0.123,0.065,0.469,0.227,0.109,0.069556452,0.290322581,0.381048387,0.259072581,19,6,0.309,0.184,0.065,0.067,0.263,10,13.15,1439,1500,"a",0.124,">20,000","nonadjacent"
4063,154,"Nonmetro","Rural metro non-adjacent","10","Federal/State government-dependent",0.385,0.035,0.202,0.158,0.446,0.222,0.212,0.064321608,0.348743719,0.428140704,0.15879397,8,11,0.274,NA,0.087,NA,0.21,12,NA,NA,NA,"b",0.068,"< 2,500","nonadjacent"
634,279,"Nonmetro","Rural metro-adjacent","7","Mining-dependent",0.456,0.059,0.257,0.115,0.478,0.2,0.257,0.141557128,0.364004044,0.321536906,0.172901921,8,11,0.313,0.282,0.116,0.05,0.317,9,NA,3549,NA,"a",0.092,"< 2,500","adjacent"
4100,310,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Recreation",0.373,0.075,0.27,0.067,0.507,0.195,0.246,0.154929577,0.392354125,0.285714286,0.167002012,8,14,0.292,0.28,0.129,0.092,0.311,12,35.25,2900,1519,"b",0.041,"2,500 - <20,000","adjacent"
2069,254,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Farm-dependent",0.424,0.059,0.406,0.181,0.494,0.314,0.151,0.320850202,0.329959514,0.268218623,0.08097166,16,9,0.286,NA,0.102,0.085,0.267,9,26.48,3610,1199,"b",0.629,"2,500 - <20,000","nonadjacent"
4437,235,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Farm-dependent",0.522,0.028,0.139,0.054,0.486,0.21,0.155,0.090361446,0.28313253,0.403614458,0.222891566,11,8,0.328,0.191,0.073,0.059,0.298,12,21.32,1719,2030,"b",0.061,"2,500 - <20,000","adjacent"
1058,279,"Metro","Metro > 1 million","1","Nonspecialized",0.466,0.052,0.163,0.074,0.475,0.229,0.134,0.128282828,0.437373737,0.261616162,0.172727273,11,9,0.338,0.204,0.123,0.072,0.32,13,15.24,3119,2340,"a",0.053,"> 1,000,000","metro"
5816,323,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","9","Mining-dependent",0.373,0.076,0.258,0.126,0.486,0.235,0.186,0.164314516,0.339717742,0.351814516,0.144153226,11,13,0.367,0.217,0.122,0.068,0.365,11,40.75,1439,1850,"b",0.252,"2,500 - <20,000","nonadjacent"
402,219,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.508,0.06,0.212,0.046,0.533,0.217,0.171,0.182092555,0.406438632,0.246478873,0.16498994,10,11,0.289,NA,0.103,0.051,0.219,13,NA,1670,6700,"a",0.07,"2,500 - <20,000","adjacent"
3346,220,"Nonmetro","Urban 2,500-19,999 metro-adjacent","4","Recreation",0.482,0.05,0.332,0.164,0.505,0.224,0.2,0.149,0.324,0.302,0.225,11,10,0.263,0.242,0.097,0.069,0.256,9,34.17,2219,2390,"b",0.228,"2,500 - <20,000","adjacent"
310,349,"Nonmetro","Urban >20,000 metro-adjacent","5","Mining-dependent",0.371,0.041,0.287,0.113,0.434,0.22,0.124,0.21449851,0.321747766,0.342601787,0.121151936,14,12,0.33,NA,0.113,0.099,0.312,10,18.74,3770,2920,"b",0.461,">20,000","adjacent"
