"row_id","heart_disease_mortality_per_100k","metro_ruccs","population_ruccs","urban_influence","economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","yr","demo__pct_nonwhite","pure_population","metro_adjacency"
1942,212,"Metro","Metro <250k","2","Nonspecialized",0.554,0.055,0.105,0.029,0.499,0.246,0.12,0.07079646,0.334316618,0.315634218,0.279252704,12,7,0.3,0.185,0.095,0.076,0.272,0.226,11,-0.09,10.99,1220,1210,"b",0.101,"< 250,000","metro"
2697,268,"Metro","Metro > 1 million","1","Nonspecialized",0.44,0.056,0.27,0.099,0.507,0.277,0.1,0.207753479,0.265407555,0.338966203,0.187872763,15,7,0.27,0.16,0.095,0.067,0.174,0.191,10,5.5,12.21,1570,1729,"a",0.696,"> 1,000,000","metro"
800,320,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Manufacturing-dependent",0.431,0.07,0.229,0.056,0.515,0.236,0.139,0.182281059,0.395112016,0.259674134,0.16293279,14,11,0.338,0.261,0.114,0.093,0.095,0.314,13,7.6,21.84,1940,2240,"a",0.046,"2,500 - <20,000","adjacent"
1452,292,"Metro","Metro <250k","2","Nonspecialized",0.498,0.086,0.166,0.03,0.505,0.245,0.138,0.118301314,0.341759353,0.341759353,0.19817998,12,10,0.33,0.271,0.106,0.08,0.143,0.289,13,3.61,13.45,2559,2029,"b",0.254,"< 250,000","metro"
4343,248,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.444,0.04,0.131,0.053,0.459,0.249,0.128,0.080121704,0.311359026,0.322515213,0.286004057,13,7,0.31,0.177,0.096,0.068,0.161,0.246,8,2.4,12.32,2790,2420,"a",0.18,"> 1,000,000","metro"
5665,318,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.418,0.077,0.227,0.068,0.515,0.222,0.188,0.197791165,0.334337349,0.314257028,0.153614458,11,13,0.337,0.286,0.14,0.101,0.113,0.388,13,3.2,30.53,2960,1900,"b",0.145,"2,500 - <20,000","adjacent"
3932,240,"Metro","Metro > 1 million","1","Recreation",0.476,0.054,0.208,0.105,0.506,0.21,0.181,0.101090188,0.35777998,0.310208127,0.230921705,10,10,0.279,0.198,0.103,0.076,0.14,0.239,12,3.33,28.06,3749,2639,"b",0.133,"> 1,000,000","metro"
5708,204,"Metro","Metro > 1 million","1","Nonspecialized",0.499,0.046,0.238,0.079,0.507,0.23,0.14,0.15407855,0.178247734,0.289023162,0.378650554,12,6,0.208,0.107,0.074,0.059,0.167,0.163,8,2.4,6.12,980,1059,"a",0.559,"> 1,000,000","metro"
3790,270,"Nonmetro","Urban >20,000 metro-adjacent","5","Manufacturing-dependent",0.477,0.048,0.175,0.07,0.515,0.222,0.178,0.124007937,0.452380952,0.231150794,0.192460317,10,11,0.303,0.199,0.129,0.079,0.108,0.261,14,4,19.2,2400,1529,"b",0.03,">20,000","adjacent"
3669,291,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.384,0.083,0.259,0.096,0.498,0.207,0.192,0.198994975,0.36281407,0.292462312,0.145728643,11,12,0.379,0.217,0.156,0.119,0.125,0.302,12,9.56,31.42,3599,2039,"b",0.544,"2,500 - <20,000","adjacent"
655,349,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.444,0.052,0.231,0.054,0.503,0.237,0.162,0.183838384,0.342424242,0.327272727,0.146464646,12,12,0.338,0.227,0.126,0.091,0.113,0.306,12,2.8,25.04,2299,1779,"a",0.085,">20,000","adjacent"
327,309,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Nonspecialized",0.432,0.066,0.242,0.07,0.512,0.227,0.172,0.171717172,0.407070707,0.262626263,0.158585859,12,12,0.346,0.23,0.12,0.076,0.127,0.313,14,6.4,20.1,3520,1289,"a",0.067,"2,500 - <20,000","nonadjacent"
1308,280,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.467,0.067,0.275,0.092,0.527,0.227,0.126,0.11746988,0.253012048,0.304216867,0.325301205,14,8,0.271,0.184,0.107,0.101,0.16,0.238,13,12.19,13.96,1749,1170,"b",0.474,"250,000 - 1,000,000","metro"
5868,190,"Metro","Metro > 1 million","1","Nonspecialized",0.524,0.035,0.131,0.055,0.512,0.234,0.132,0.099700897,0.220338983,0.276171486,0.403788634,15,8,0.252,0.15,0.079,0.071,0.168,0.182,12,3.3,5.08,1270,949,"a",0.34,"> 1,000,000","metro"
1545,322,"Metro","Metro <250k","2","Mining-dependent",0.45,0.059,0.161,0.063,0.478,0.193,0.185,0.117117117,0.431431431,0.303303303,0.148148148,10,12,0.327,0.225,0.148,0.084,0.228,0.333,14,1.7,11.4,2670,2169,"a",0.056,"< 250,000","metro"
5059,274,"Metro","Metro > 1 million","1","Nonspecialized",0.511,0.065,0.118,0.033,0.505,0.197,0.207,0.073366834,0.382914573,0.277386935,0.266331658,9,12,0.281,0.18,0.101,0.08,0.161,0.256,14,1.1,12.57,1580,1280,"a",0.036,"> 1,000,000","metro"
119,330,"Metro","Metro <250k","2","Nonspecialized",0.408,0.049,0.243,0.043,0.51,0.224,0.196,0.205588822,0.373253493,0.289421158,0.131736527,12,13,0.348,0.327,0.136,0.094,0.131,0.319,13,8.1,25.82,13360,4480,"a",0.134,"< 250,000","metro"
5961,320,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Federal/State government-dependent",0.36,0.086,0.242,0.061,0.479,0.208,0.157,0.246246246,0.404404404,0.252252252,0.097097097,9,14,0.401,0.167,0.15,0.137,0.123,0.306,12,11.7,27.26,9169,9320,"a",0.657,"2,500 - <20,000","adjacent"
6184,230,"Metro","Metro > 1 million","1","Nonspecialized",0.489,0.042,0.162,0.062,0.508,0.257,0.114,0.10794897,0.31501472,0.289499509,0.287536801,12,7,0.313,0.171,0.114,0.076,0.138,0.224,13,2.3,12.46,2399,1670,"a",0.274,"> 1,000,000","metro"
2858,210,"Nonmetro","Urban >20,000 metro-adjacent","3","Recreation",0.586,0.051,0.299,0.155,0.471,0.157,0.187,0.091269841,0.279761905,0.31547619,0.313492063,10,9,0.182,0.233,0.079,0.085,0.275,0.181,11,4.63,19.63,2019,1470,"b",0.291,">20,000","adjacent"
3173,357,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.42,0.111,0.287,0.065,0.514,0.246,0.158,0.207198444,0.43385214,0.224708171,0.134241245,14,14,0.388,0.225,0.154,0.122,0.059,0.38,12,10.43,25.83,2569,2760,"b",0.488,"2,500 - <20,000","adjacent"
5497,257,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.423,0.091,0.208,0.07,0.515,0.185,0.232,0.108242304,0.327706058,0.378351539,0.185700099,10,14,0.287,0.258,0.096,0.071,0.176,0.221,8,1.7,15.23,1510,1139,"b",0.091,">20,000","nonadjacent"
6256,306,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.45,0.075,0.189,0.061,0.513,0.221,0.184,0.115308151,0.453280318,0.255467197,0.175944334,10,12,0.326,0.249,0.1,0.099,0.191,0.305,14,5.73,11.45,2079,1879,"b",0.102,"250,000 - 1,000,000","metro"
1001,410,"Nonmetro","Urban >20,000 metro-adjacent","5","Federal/State government-dependent",0.447,0.073,0.229,0.074,0.525,0.25,0.147,0.146733668,0.300502513,0.316582915,0.236180905,13,11,0.365,0.268,0.14,0.125,0.148,0.35,12,12.2,21.13,2189,1449,"a",0.501,">20,000","adjacent"
1625,350,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.414,0.038,0.257,0.109,0.513,0.227,0.206,0.184079602,0.411940299,0.259701493,0.144278607,12,11,0.313,0.309,0.109,0.076,0.154,0.325,10,5.1,24.64,3950,1970,"a",0.095,"2,500 - <20,000","adjacent"
477,340,"Metro","Metro <250k","2","Nonspecialized",0.456,0.082,0.209,0.065,0.489,0.21,0.144,0.12601626,0.332317073,0.318089431,0.223577236,12,10,0.324,0.235,0.092,0.078,0.166,0.292,14,2.76,14.29,2059,1099,"b",0.111,"< 250,000","metro"
5580,221,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.481,0.064,0.188,0.053,0.498,0.269,0.124,0.114141414,0.248484848,0.344444444,0.292929293,14,7,0.32,0.151,0.102,0.07,0.135,0.181,10,1.8,6.93,1549,1309,"a",0.268,"250,000 - 1,000,000","metro"
4320,296,"Metro","Metro > 1 million","1","Nonspecialized",0.511,0.035,0.165,0.08,0.513,0.228,0.139,0.107429719,0.330321285,0.308232932,0.254016064,11,10,0.306,0.29,0.098,0.087,0.142,0.29,14,1.9,7.3,1729,1750,"a",0.1,"> 1,000,000","metro"
2775,339,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.379,0.085,0.28,0.169,0.504,0.183,0.267,0.14516129,0.353830645,0.365927419,0.135080645,9,16,0.297,0.26,0.108,0.102,0.137,0.295,12,6.1,33.65,4689,2380,"a",0.216,">20,000","adjacent"
3228,179,"Metro","Metro > 1 million","1","Nonspecialized",0.619,0.046,0.155,0.061,0.481,0.13,0.142,0.122469636,0.125506073,0.206477733,0.545546559,11,7,0.156,0.092,0.059,0.068,0.21,0.157,8,7.37,4.27,749,650,"b",0.553,"> 1,000,000","metro"
5754,203,"Metro","Metro > 1 million","1","Nonspecialized",0.511,0.053,0.235,0.137,0.512,0.283,0.081,0.114427861,0.178109453,0.274626866,0.432835821,14,4,0.246,0.092,0.082,0.093,0.159,0.213,9,3.74,8.67,2329,1470,"b",0.639,"> 1,000,000","metro"
3051,271,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.492,0.042,0.275,0.126,0.505,0.277,0.115,0.148148148,0.302302302,0.341341341,0.208208208,13,7,0.288,0.143,0.104,0.071,0.199,0.232,10,4.6,12.97,3710,2359,"a",0.355,"> 1,000,000","metro"
3632,236,"Metro","Metro > 1 million","1","Recreation",0.438,0.077,0.284,0.116,0.504,0.283,0.124,0.200201207,0.26056338,0.329979879,0.209255533,13,6,0.267,0.147,0.098,0.073,0.169,0.2,9,5.13,12.75,2160,2500,"b",0.607,"> 1,000,000","metro"
1283,293,"Nonmetro","Urban >20,000 metro-adjacent","4","Recreation",0.457,0.057,0.162,0.054,0.482,0.228,0.154,0.133,0.336,0.301,0.23,11,9,0.304,0.249,0.117,0.085,0.185,0.233,11,2.1,14.87,2390,2130,"a",0.243,">20,000","adjacent"
3456,272,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.507,0.062,0.175,0.064,0.518,0.225,0.152,0.086519115,0.320925553,0.286720322,0.30583501,11,10,0.284,0.189,0.097,0.079,0.183,0.252,14,4.07,7.57,1720,1060,"b",0.192,"250,000 - 1,000,000","metro"
4205,280,"Metro","Metro > 1 million","1","Nonspecialized",0.482,0.047,0.152,0.058,0.515,0.253,0.127,0.124248497,0.280561122,0.323647295,0.271543086,14,8,0.316,0.198,0.111,0.11,0.161,0.254,12,6.6,12.7,2849,1000,"a",0.463,"> 1,000,000","metro"
1115,240,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.485,0.039,0.123,0.065,0.469,0.227,0.109,0.069556452,0.290322581,0.381048387,0.259072581,19,6,0.309,0.184,0.065,0.067,0.231,0.263,10,2.3,13.15,1439,1500,"a",0.124,">20,000","nonadjacent"
4653,241,"Metro","Metro > 1 million","1","Nonspecialized",0.511,0.036,0.137,0.059,0.5,0.282,0.106,0.072653885,0.284561049,0.334006054,0.308779011,14,7,0.305,0.173,0.107,0.066,0.172,0.236,13,1.5,8.56,1589,1640,"a",0.098,"> 1,000,000","metro"
949,235,"Nonmetro","Urban >20,000 metro-adjacent","3","Recreation",0.493,0.063,0.161,0.065,0.511,0.211,0.188,0.097782258,0.394153226,0.299395161,0.208669355,11,11,0.273,0.205,0.106,0.081,0.208,0.279,13,1.39,10.48,1690,1270,"b",0.127,">20,000","adjacent"
5227,191,"Metro","Metro > 1 million","1","Nonspecialized",0.516,0.04,0.145,0.082,0.515,0.234,0.13,0.099206349,0.216269841,0.276785714,0.407738095,15,7,0.247,0.142,0.075,0.076,0.155,0.173,12,2.84,5.6,1330,940,"b",0.303,"> 1,000,000","metro"
1472,306,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Manufacturing-dependent",0.404,0.067,0.244,0.089,0.433,0.196,0.174,0.243538767,0.391650099,0.281312127,0.083499006,10,11,0.367,0.297,0.147,0.101,0.139,0.326,12,8,21.87,2070,2060,"a",0.267,"2,500 - <20,000","adjacent"
4169,320,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.4,0.092,0.226,0.072,0.519,0.221,0.176,0.233727811,0.357001972,0.280078895,0.129191321,11,13,0.403,0.212,0.149,0.138,0.059,0.344,12,12.5,23.39,3809,1680,"a",0.579,">20,000","adjacent"
516,322,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","8","Nonspecialized",0.399,0.065,0.327,0.1,0.487,0.256,0.126,0.224155578,0.388945752,0.248720573,0.138178096,14,10,0.313,0.209,0.117,0.101,0.12,0.336,12,6.2,21.43,3319,1660,"a",0.402,"2,500 - <20,000","nonadjacent"
3998,256,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.534,0.045,0.136,0.029,0.508,0.235,0.158,0.102868447,0.347181009,0.351137488,0.198813056,13,9,0.336,0.219,0.104,0.079,0.216,0.283,10,2.7,11.85,2100,2159,"a",0.099,"250,000 - 1,000,000","metro"
5248,301,"Metro","Metro > 1 million","1","Nonspecialized",0.451,0.062,0.237,0.077,0.503,0.219,0.15,0.173694779,0.335341365,0.317269076,0.173694779,11,12,0.333,0.247,0.123,0.099,0.09,0.305,13,6.53,17.12,2789,2299,"b",0.243,"> 1,000,000","metro"
2531,250,"Metro","Metro <250k","2","Manufacturing-dependent",0.533,0.041,0.122,0.045,0.515,0.212,0.144,0.093401015,0.327918782,0.310659898,0.268020305,13,9,0.287,0.201,0.097,0.078,0.188,0.225,11,1.5,9.57,1540,1029,"a",0.156,"< 250,000","metro"
852,322,"Metro","Metro > 1 million","1","Nonspecialized",0.48,0.078,0.135,0.033,0.517,0.202,0.17,0.099497487,0.35879397,0.320603015,0.221105528,10,11,0.293,0.227,0.112,0.081,0.179,0.271,13,2.3,9.84,1950,2320,"b",0.108,"> 1,000,000","metro"
4723,317,"Metro","Metro > 1 million","1","Mining-dependent",0.488,0.043,0.272,0.098,0.5,0.254,0.128,0.132725431,0.25633232,0.309017224,0.301925025,16,9,0.305,0.224,0.108,0.088,0.15,0.286,10,8.6,12.56,1069,1160,"a",0.408,"> 1,000,000","metro"
1461,331,"Metro","Metro <250k","2","Nonspecialized",0.448,0.057,0.168,0.027,0.498,0.238,0.174,0.135912698,0.404761905,0.320436508,0.138888889,12,12,0.339,0.254,0.118,0.09,0.164,0.27,14,5.8,12.45,3340,2010,"a",0.189,"< 250,000","metro"
5147,382,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Nonspecialized",0.447,0.088,0.311,0.117,0.503,0.253,0.162,0.187064677,0.408955224,0.270646766,0.133333333,14,13,0.355,0.225,0.124,0.081,0.085,0.359,11,10.4,34.35,3670,2069,"a",0.304,"2,500 - <20,000","nonadjacent"
2394,466,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.349,0.105,0.292,0.067,0.515,0.267,0.129,0.23248731,0.337055838,0.248730964,0.181725888,17,12,0.43,0.231,0.14,0.149,0.133,0.37,12,16.1,20.02,3160,1539,"a",0.762,">20,000","nonadjacent"
3035,248,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.427,0.046,0.129,0.049,0.468,0.243,0.124,0.090909091,0.305335968,0.308300395,0.295454545,12,7,0.311,0.176,0.084,0.068,0.17,0.256,8,1.13,14.54,2899,2570,"b",0.187,"> 1,000,000","metro"
4164,242,"Metro","Metro > 1 million","1","Manufacturing-dependent",0.5,0.05,0.164,0.069,0.515,0.229,0.132,0.086021505,0.35483871,0.295210166,0.263929619,11,9,0.307,0.216,0.087,0.067,0.188,0.265,13,1.3,9.43,1950,1670,"a",0.141,"> 1,000,000","metro"
2497,297,"Metro","Metro <250k","2","Nonspecialized",0.482,0.051,0.131,0.055,0.508,0.206,0.189,0.091826438,0.486377397,0.229061554,0.192734612,11,13,0.325,0.233,0.109,0.072,0.151,0.311,13,2.4,13.38,1880,1169,"a",0.048,"< 250,000","metro"
4192,336,"Nonmetro","Urban >20,000 metro-adjacent","3","Manufacturing-dependent",0.436,0.062,0.189,0.033,0.513,0.226,0.164,0.209466264,0.365558912,0.297079557,0.127895267,11,12,0.376,0.232,0.126,0.128,0.105,0.366,13,9.2,22.29,3679,3020,"a",0.348,">20,000","adjacent"
2856,326,"Metro","Metro <250k","2","Nonspecialized",0.457,0.071,0.278,0.081,0.522,0.226,0.159,0.212362911,0.308075773,0.296111665,0.183449651,12,11,0.281,0.205,0.103,0.108,0.108,0.284,13,4.6,14.79,2519,780,"a",0.266,"< 250,000","metro"
5370,387,"Metro","Metro > 1 million","1","Federal/State government-dependent",0.468,0.073,0.166,0.045,0.536,0.212,0.12,0.173520562,0.301905717,0.239719157,0.284854564,14,10,0.34,0.241,0.132,0.116,0.173,0.289,13,31.7,7.79,1749,1070,"a",0.71,"> 1,000,000","metro"
2699,250,"Metro","Metro 250k - 1 million","2","Recreation",0.453,0.052,0.16,0.042,0.515,0.193,0.231,0.143595041,0.355371901,0.275826446,0.225206612,10,12,0.308,0.204,0.12,0.08,0.175,0.263,12,3.3,19.45,4390,2010,"a",0.242,"250,000 - 1,000,000","metro"
5061,382,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.395,0.07,0.288,0.062,0.493,0.238,0.152,0.271271271,0.418418418,0.214214214,0.096096096,14,13,0.395,0.259,0.144,0.112,0.141,0.351,10,4.79,27.73,4990,2990,"b",0.329,"2,500 - <20,000","adjacent"
2813,242,"Metro","Metro <250k","2","Mining-dependent",0.527,0.034,0.195,0.065,0.498,0.234,0.128,0.081653226,0.280241935,0.419354839,0.21875,15,9,0.267,0.262,0.075,0.079,0.17,0.239,11,3.16,21.52,1479,1329,"b",0.089,"< 250,000","metro"
370,349,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.435,0.09,0.227,0.081,0.525,0.213,0.174,0.197813121,0.396620278,0.257455268,0.148111332,9,13,0.403,0.155,0.185,0.116,0.113,0.298,13,9.5,28.11,5770,2330,"a",0.622,"250,000 - 1,000,000","metro"
303,208,"Metro","Metro > 1 million","1","Nonspecialized",0.55,0.057,0.143,0.035,0.511,0.237,0.128,0.075924076,0.190809191,0.264735265,0.468531469,12,7,0.241,0.12,0.074,0.077,0.206,0.189,13,0.5,4.09,1039,740,"a",0.304,"> 1,000,000","metro"
5178,334,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Federal/State government-dependent",0.393,0.078,0.231,0.063,0.499,0.209,0.167,0.223880597,0.413930348,0.261691542,0.100497512,11,12,0.335,0.274,0.121,0.079,0.107,0.312,14,4.53,25.8,3679,2840,"b",0.066,"2,500 - <20,000","adjacent"
4662,201,"Nonmetro","Urban >20,000 metro-adjacent","3","Recreation",0.484,0.049,0.193,0.082,0.499,0.174,0.226,0.060913706,0.2,0.4,0.339086294,8,10,0.174,0.144,0.067,0.063,0.169,0.142,10,1.3,13.1,1220,1339,"a",0.1,">20,000","adjacent"
3817,257,"Metro","Metro > 1 million","1","Recreation",0.538,0.059,0.125,0.043,0.505,0.219,0.134,0.065722952,0.311425683,0.283114257,0.339737108,8,8,0.259,0.178,0.08,0.072,0.18,0.232,11,0.95,8.52,1490,1809,"b",0.125,"> 1,000,000","metro"
1875,267,"Metro","Metro 250k - 1 million","2","Nonspecialized",0.495,0.075,0.162,0.035,0.508,0.221,0.178,0.121852971,0.314199396,0.343403827,0.220543807,12,10,0.274,0.19,0.123,0.085,0.159,0.262,12,3.6,6.88,1790,1859,"a",0.234,"250,000 - 1,000,000","metro"
127,227,"Metro","Metro <250k","2","Recreation",0.521,0.057,0.221,0.091,0.501,0.23,0.163,0.168032787,0.18852459,0.318647541,0.324795082,11,8,0.23,0.089,0.067,0.058,0.237,0.138,8,0.93,10.82,1349,1160,"b",0.435,"< 250,000","metro"
1093,328,"Nonmetro","Urban >20,000 metro-adjacent","3","Nonspecialized",0.47,0.075,0.226,0.064,0.512,0.231,0.166,0.182524272,0.339805825,0.313592233,0.16407767,11,12,0.297,0.241,0.134,0.106,0.102,0.309,13,8.64,20.21,2760,1940,"b",0.256,">20,000","adjacent"
6149,249,"Metro","Metro 250k - 1 million","2","Recreation",0.457,0.056,0.171,0.065,0.514,0.197,0.221,0.148110317,0.361593463,0.257405516,0.232890705,11,11,0.306,0.199,0.107,0.075,0.181,0.255,12,1.99,20.25,4680,1660,"b",0.248,"250,000 - 1,000,000","metro"
4324,257,"Metro","Metro 250k - 1 million","2","Manufacturing-dependent",0.5,0.055,0.159,0.061,0.507,0.234,0.165,0.119565217,0.360671937,0.31027668,0.209486166,12,10,0.31,0.176,0.101,0.081,0.167,0.272,13,0.82,12.89,2259,2139,"b",0.039,"250,000 - 1,000,000","metro"
3811,359,"Metro","Metro > 1 million","1","Nonspecialized",0.388,0.075,0.21,0.052,0.504,0.221,0.178,0.208416834,0.365731463,0.309619238,0.116232465,12,15,0.363,0.283,0.153,0.109,0.078,0.383,12,5.52,37.03,2580,2150,"b",0.096,"> 1,000,000","metro"
6219,356,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.405,0.106,0.281,0.04,0.524,0.238,0.168,0.209839357,0.436746988,0.224899598,0.128514056,14,13,0.396,0.216,0.176,0.124,0.069,0.374,12,13.5,27.9,2699,2750,"a",0.488,"2,500 - <20,000","adjacent"
1430,398,"Nonmetro","Urban >20,000 metro non-adjacent","8","Federal/State government-dependent",0.38,0.06,0.261,0.124,0.495,0.212,0.168,0.147410359,0.368525896,0.325697211,0.158366534,12,14,0.337,0.281,0.133,0.099,0.148,0.316,10,6.92,32.96,2489,1469,"b",0.223,">20,000","nonadjacent"
208,202,"Metro","Metro > 1 million","1","Recreation",0.471,0.072,0.162,0.068,0.503,0.219,0.172,0.08190091,0.217391304,0.373104146,0.32760364,9,8,0.204,0.147,0.081,0.046,0.216,0.151,9,1.58,11,1330,1439,"b",0.165,"> 1,000,000","metro"
1396,363,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.371,0.09,0.269,0.084,0.507,0.246,0.154,0.187626775,0.359026369,0.31643002,0.136916836,12,12,0.306,0.259,0.12,0.096,0.082,0.332,12,10.46,19.62,3670,2330,"b",0.39,">20,000","nonadjacent"
2529,336,"Nonmetro","Urban >20,000 metro-adjacent","5","Nonspecialized",0.461,0.062,0.136,0.06,0.494,0.195,0.189,0.123,0.476,0.246,0.155,9,13,0.316,0.247,0.114,0.077,0.185,0.299,12,2,19.98,2570,1689,"a",0.069,">20,000","adjacent"
2986,238,"Metro","Metro > 1 million","1","Nonspecialized",0.532,0.057,0.258,0.08,0.501,0.206,0.108,0.175175175,0.259259259,0.186186186,0.379379379,15,6,0.233,0.158,0.08,0.089,0.179,0.256,11,4.4,4.68,1700,1870,"a",0.706,"> 1,000,000","metro"
2206,382,"Nonmetro","Urban 2,500-19,999 metro-adjacent","6","Nonspecialized",0.448,0.083,0.222,0.046,0.534,0.23,0.182,0.226202661,0.380757421,0.261003071,0.132036847,12,13,0.381,0.307,0.148,0.109,0.11,0.371,13,8.2,21.32,4049,2899,"a",0.466,"2,500 - <20,000","adjacent"
2743,338,"Nonmetro","Urban 2,500-19,999 metro-adjacent","5","Nonspecialized",0.439,0.064,0.35,0.103,0.513,0.267,0.134,0.269155206,0.366404715,0.234774067,0.129666012,14,10,0.318,0.242,0.126,0.115,0.125,0.304,12,7.7,22.16,4199,1920,"a",0.431,"2,500 - <20,000","adjacent"
936,348,"Metro","Metro <250k","2","Manufacturing-dependent",0.443,0.068,0.237,0.073,0.521,0.239,0.158,0.194610778,0.366267465,0.268463074,0.170658683,13,12,0.34,0.239,0.155,0.121,0.098,0.327,12,13.5,28.78,3570,1999,"a",0.447,"< 250,000","metro"
910,283,"Metro","Metro > 1 million","1","Nonspecialized",0.521,0.044,0.145,0.045,0.507,0.244,0.119,0.097560976,0.323902439,0.325853659,0.252682927,11,8,0.306,0.213,0.081,0.085,0.233,0.222,13,1.6,9.29,1690,2200,"a",0.229,"> 1,000,000","metro"
2509,208,"Nonmetro","Urban >20,000 metro non-adjacent","8","Recreation",0.538,0.052,0.168,0.043,0.506,0.213,0.164,0.069,0.262,0.358,0.311,10,9,0.305,0.171,0.096,0.072,0.164,0.195,11,0.6,11.01,1119,659,"a",0.067,">20,000","nonadjacent"
2957,280,"Metro","Metro <250k","2","Nonspecialized",0.491,0.046,0.253,0.059,0.508,0.228,0.126,0.249502982,0.39860835,0.197813121,0.154075547,13,10,0.389,0.223,0.12,0.095,0.179,0.328,12,4.59,23.25,2400,2410,"b",0.202,"< 250,000","metro"
1753,304,"Nonmetro","Urban >20,000 metro-adjacent","5","Mining-dependent",0.47,0.044,0.287,0.138,0.509,0.256,0.142,0.164164164,0.332332332,0.31031031,0.193193193,12,10,0.316,0.227,0.114,0.109,0.163,0.305,10,7.4,31.02,5139,3739,"a",0.366,">20,000","adjacent"
1336,332,"Nonmetro","Urban >20,000 metro non-adjacent","8","Nonspecialized",0.401,0.085,0.247,0.064,0.508,0.234,0.148,0.242728185,0.38114343,0.25777332,0.118355065,11,9,0.322,0.295,0.113,0.086,0.093,0.336,13,4.96,24.56,2499,2280,"b",0.028,">20,000","nonadjacent"
568,286,"Nonmetro","Urban 2,500-19,999 metro non-adjacent","11","Federal/State government-dependent",0.432,0.094,0.388,0.15,0.515,0.31,0.112,0.117352056,0.38114343,0.32998997,0.171514544,18,10,0.314,0.348,0.132,0.09,0.204,0.305,12,12.2,39.63,1710,1049,"a",0.661,"2,500 - <20,000","nonadjacent"
271,253,"Nonmetro","Urban >20,000 metro-adjacent","5","Recreation",0.533,0.048,0.107,0.026,0.51,0.186,0.181,0.098522167,0.341871921,0.267980296,0.291625616,10,11,0.282,0.184,0.091,0.066,0.176,0.218,11,1.29,10.66,1429,1250,"b",0.022,">20,000","adjacent"
1554,387,"Metro","Metro <250k","2","Nonspecialized",0.479,0.058,0.249,0.047,0.516,0.24,0.141,0.139086294,0.359390863,0.29035533,0.211167513,14,10,0.351,0.224,0.128,0.109,0.155,0.309,10,7.81,23.23,1979,1560,"b",0.29,"< 250,000","metro"
5341,276,"Metro","Metro 250k - 1 million","2","Federal/State government-dependent",0.455,0.073,0.201,0.043,0.525,0.243,0.127,0.144855145,0.261738262,0.280719281,0.312687313,14,10,0.353,0.196,0.136,0.117,0.151,0.279,13,14.6,12.36,1540,1099,"a",0.624,"250,000 - 1,000,000","metro"
2445,261,"Metro","Metro > 1 million","1","Nonspecialized",0.461,0.057,0.153,0.05,0.497,0.262,0.12,0.112121212,0.3,0.306060606,0.281818182,13,7,0.237,0.205,0.103,0.075,0.198,0.253,11,1.79,10.86,1580,1429,"b",0.316,"> 1,000,000","metro"
