"row_id","heart_disease_mortality_per_100k","metro","urban_influence","economic_typology","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_female","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__pct_adults_less_than_a_high_school_diploma","demo__pct_adults_with_high_school_diploma","demo__pct_adults_with_some_college","demo__pct_adults_bachelors_or_higher","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","pure_population","demo__pct_nonwhite","metro_adjacency"
3085,457,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Nonspecialized",0.373,0.087,0.326,0.068,0.516,0.236,0.17,0.201201201,0.425425425,0.242242242,0.131131131,11,15,0.339,0.138,0.144,0.112,0.342,12,34.01,2899,2290,"2500_to_20k",0.427,"nonadjacent"
3092,224,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Manufacturing",0.626,0.035,0.102,0.046,0.505,0.234,0.176,0.063555114,0.376365442,0.343594836,0.216484608,12,11,0.298,0.117,0.092,0.058,0.301,11,13.13,3290,1630,"2500_to_20k",0.033,"adjacent"
3093,318,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.479,0.054,0.197,0.067,0.508,0.213,0.197,0.164506481,0.400797607,0.283150548,0.151545364,10,14,0.319,0.231,0.122,0.086,0.261,13,15.86,2840,1549,"less_than_250k",0.036,"metro"
3095,367,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.483,0.058,0.177,0.079,0.499,0.233,0.15,0.112103175,0.500992063,0.25297619,0.133928571,13,10,0.315,0.302,0.107,0.081,0.291,14,16.36,6750,3199,"2500_to_20k",0.029,"adjacent"
3099,337,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Government",0.377,0.05,0.326,0.147,0.384,0.189,0.133,0.211100099,0.369672944,0.308225966,0.111000991,10,12,0.337,0.214,0.101,0.095,0.296,9,28.27,5180,2330,"2500_to_20k",0.369,"nonadjacent"
3101,320,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Nonspecialized",0.407,0.07,0.238,0.056,0.482,0.188,0.189,0.161161161,0.466466466,0.186186186,0.186186186,11,12,0.324,0.248,0.128,0.086,0.341,13,17.68,2870,1170,"2500_to_20k",0.024,"nonadjacent"
3102,350,"Nonmetro","Noncore_adjacent_to_a_large_metro_area","Nonspecialized",0.473,0.048,0.242,0.06,0.526,0.237,0.174,0.199600798,0.453093812,0.208582834,0.138722555,12,12,0.377,0.332,0.125,0.109,0.365,12,30.7,1749,2210,"2500_to_20k",0.254,"adjacent"
3103,310,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Farming",0.333,0.09,0.282,0.118,0.492,0.195,0.2,0.215920398,0.370149254,0.275621891,0.138308458,9,11,0.329,0.236,0.142,0.109,0.324,12,51.3,5400,5180,"less_than_2500",0.349,"nonadjacent"
3104,182,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.514,0.05,0.09,0.055,0.482,0.246,0.139,0.063063063,0.339339339,0.374374374,0.223223223,10,8,0.28,0.26,0.084,0.071,0.229,12,11.3,2240,1779,"more_than_1mil",0.045,"metro"
3105,353,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Manufacturing",0.425,0.072,0.261,0.076,0.507,0.27,0.139,0.205465587,0.410931174,0.244939271,0.138663968,13,9,0.355,0.242,0.128,0.086,0.329,14,23.77,3840,3030,"more_than_20k",0.222,"adjacent"
3107,219,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.492,0.048,0.14,0.04,0.515,0.226,0.168,0.069306931,0.300990099,0.306930693,0.322772277,11,9,0.295,0.193,0.1,0.076,0.242,12,10.41,1470,1069,"less_than_250k",0.068,"metro"
3108,379,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.433,0.069,0.183,0.051,0.519,0.242,0.173,0.161161161,0.39039039,0.291291291,0.157157157,13,14,0.338,0.296,0.125,0.089,0.321,14,26.12,2899,1829,"more_than_20k",0.224,"adjacent"
3109,313,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.424,0.097,0.281,0.065,0.51,0.228,0.169,0.198609732,0.463753724,0.236345581,0.101290963,11,9,0.393,0.214,0.169,0.09,0.343,11,29.62,10869,3689,"250k_to_1mil",0.546,"metro"
3113,166,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.539,0.044,0.118,0.044,0.512,0.298,0.068,0.067067067,0.131131131,0.211211211,0.590590591,14,3,0.229,0.093,0.079,0.06,0.214,13,6.36,1660,1399,"more_than_1mil",0.349,"metro"
3114,214,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Farming",0.545,0.026,0.134,0.072,0.481,0.232,0.198,0.049445005,0.346115035,0.411705348,0.192734612,10,8,0.326,NA,0.098,NA,0.257,13,NA,NA,2020,"less_than_2500",0.043,"nonadjacent"
3124,218,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Manufacturing",0.523,0.043,0.277,0.134,0.504,0.276,0.15,0.194690265,0.320550639,0.344149459,0.140609636,15,8,0.282,0.15,0.069,0.067,0.216,14,14.39,1609,2010,"2500_to_20k",0.389,"adjacent"
3127,263,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Nonspecialized",0.435,0.038,0.231,0.088,0.537,0.226,0.163,0.160282258,0.469758065,0.257056452,0.112903226,13,11,0.307,0.282,0.114,0.081,0.298,10,17.81,3660,1420,"2500_to_20k",0.1,"adjacent"
3130,188,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.537,0.038,0.087,0.052,0.5,0.273,0.1,0.066933067,0.261738262,0.404595405,0.266733267,13,5,0.294,0.239,0.067,0.056,0.219,13,10.61,2369,2119,"more_than_1mil",0.061,"metro"
3134,280,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.547,0.033,0.163,0.072,0.49,0.226,0.215,0.089808274,0.381432896,0.317860747,0.210898083,14,12,0.32,0.114,0.089,0.052,0.296,12,33.11,2529,2609,"less_than_2500",0.026,"nonadjacent"
3136,213,"Nonmetro","Noncore_adjacent_to_a_small_metro_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.572,0.042,0.143,0.058,0.525,0.206,0.234,0.097683787,0.432024169,0.332326284,0.13796576,13,11,0.323,0.234,0.114,0.074,0.25,10,NA,5869,2949,"less_than_2500",0.032,"adjacent"
3144,355,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.405,0.07,0.319,0.094,0.497,0.233,0.172,0.262068966,0.360591133,0.254187192,0.123152709,15,15,0.329,0.197,0.137,0.148,0.354,12,31.42,4400,2210,"2500_to_20k",0.439,"adjacent"
3145,312,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Government",0.455,0.062,0.202,0.046,0.474,0.199,0.097,0.12890625,0.271484375,0.338867187,0.260742188,15,8,0.349,0.269,0.103,0.11,0.243,12,6.48,1330,1180,"more_than_1mil",0.53,"metro"
3148,265,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.474,0.06,0.271,0.095,0.507,0.237,0.155,0.201395813,0.345962114,0.306081755,0.146560319,11,10,0.292,0.227,0.101,0.078,0.289,12,19.26,3779,2089,"250k_to_1mil",0.187,"metro"
3149,263,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Farming",0.622,0.034,0.131,0.047,0.512,0.227,0.199,0.08008008,0.36036036,0.376376376,0.183183183,12,12,0.284,0.234,0.102,0.095,0.285,11,22.84,3040,1520,"2500_to_20k",0.029,"adjacent"
3153,275,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Recreation",0.5,0.042,0.192,0.039,0.499,0.225,0.134,0.115612648,0.328063241,0.2756917,0.280632411,11,8,0.31,0.247,0.12,0.087,0.285,13,17.71,3440,2009,"more_than_1mil",0.142,"metro"
3154,188,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Government",0.435,0.06,0.229,0.12,0.486,0.199,0.198,0.072477963,0.277179236,0.400587659,0.249755142,6,6,0.252,0.208,0.103,0.076,0.207,9,24.26,NA,3410,"250k_to_1mil",0.042,"metro"
3155,316,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.487,0.07,0.164,0.05,0.522,0.216,0.141,0.119554205,0.323201621,0.271529889,0.285714286,12,9,0.336,0.184,0.12,0.088,0.285,12,15.18,1420,1350,"250k_to_1mil",0.315,"metro"
3157,359,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.429,0.061,0.216,0.037,0.518,0.211,0.173,0.098690836,0.391742195,0.321248741,0.188318228,12,13,0.342,0.277,0.144,0.105,0.33,13,8.71,1880,1309,"less_than_250k",0.026,"metro"
3158,341,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Farming",0.418,0.048,0.241,0.081,0.51,0.24,0.163,0.227272727,0.354545455,0.277777778,0.14040404,13,10,0.346,0.303,0.118,0.102,0.284,14,27.2,5099,6710,"less_than_250k",0.026,"metro"
3159,260,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Manufacturing",0.433,0.097,0.385,0.143,0.491,0.326,0.074,0.126,0.384,0.329,0.161,18,8,0.322,0.394,0.079,0.057,0.288,NA,NA,719,489,"less_than_2500",0.76,"nonadjacent"
3160,135,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Recreation",0.478,0.04,0.244,0.104,0.517,0.137,0.277,0.043564356,0.174257426,0.318811881,0.463366337,6,9,0.176,0.138,0.066,0.044,0.125,12,10.05,1319,1049,"less_than_2500",0.089,"nonadjacent"
3161,238,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.527,0.064,0.275,0.074,0.5,0.194,0.109,0.171686747,0.268072289,0.195783133,0.364457831,15,6,0.246,0.155,0.075,0.085,0.265,11,3.93,1769,1879,"more_than_1mil",0.706,"metro"
3164,297,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.419,0.075,0.231,0.053,0.508,0.199,0.185,0.192079208,0.386138614,0.257425743,0.164356436,10,12,0.305,0.307,0.14,0.102,0.326,13,17.83,3669,3569,"less_than_250k",0.024,"metro"
3166,314,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Farming",0.503,0.067,0.233,0.112,0.508,0.242,0.187,0.143718593,0.436180905,0.297487437,0.122613065,12,12,0.343,0.26,0.106,0.072,0.304,9,20.1,8270,4170,"more_than_1mil",0.042,"metro"
3167,424,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Mining",0.27,0.094,0.205,0.065,0.449,0.207,0.124,0.277060576,0.389275074,0.269116187,0.064548163,10,10,0.385,0.375,0.125,0.151,0.377,13,24.97,7199,4250,"less_than_2500",0.1,"nonadjacent"
3171,346,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Nonspecialized",0.423,0.04,0.272,0.123,0.503,0.229,0.187,0.139393939,0.381818182,0.291919192,0.186868687,11,12,0.313,0.26,0.1,0.09,0.283,10,16.48,2689,1800,"more_than_20k",0.273,"nonadjacent"
3172,330,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Nonspecialized",0.411,0.041,0.314,0.124,0.524,0.216,0.168,0.160358566,0.337649402,0.289840637,0.212151394,13,11,0.331,0.257,0.12,0.078,0.277,10,22.58,2940,2410,"2500_to_20k",0.201,"adjacent"
3173,357,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Nonspecialized",0.42,0.111,0.287,0.065,0.514,0.246,0.158,0.207198444,0.43385214,0.224708171,0.134241245,14,14,0.388,0.225,0.154,0.122,0.38,12,25.83,2569,2760,"2500_to_20k",0.488,"adjacent"
3178,251,"Nonmetro","Noncore_adjacent_to_a_large_metro_area","Nonspecialized",0.548,0.052,0.137,0.074,0.498,0.222,0.196,0.097512438,0.424875622,0.299502488,0.178109453,10,11,0.279,0.13,0.082,0.04,0.221,12,NA,2500,2470,"less_than_2500",0.044,"adjacent"
3180,282,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.493,0.066,0.172,0.078,0.506,0.208,0.185,0.145918367,0.510204082,0.212244898,0.131632653,10,11,0.332,0.232,0.124,0.054,0.272,13,23.5,2069,2609,"2500_to_20k",0.027,"adjacent"
3181,347,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Government",0.373,0.071,0.202,0.074,0.46,0.175,0.179,0.231527094,0.439408867,0.239408867,0.089655172,8,12,0.335,0.232,0.11,0.067,0.342,14,21,16929,2420,"less_than_2500",0.078,"adjacent"
3182,207,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Government",0.325,0.102,0.428,0.119,0.518,0.302,0.107,0.266129032,0.330645161,0.290322581,0.112903226,16,8,0.363,0.144,0.137,0.08,0.245,10,40.39,1529,1379,"more_than_20k",0.906,"nonadjacent"
3186,265,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Nonspecialized",0.55,0.051,0.155,0.06,0.501,0.246,0.147,0.072781655,0.356929212,0.353938185,0.216350947,13,9,0.338,0.22,0.131,0.074,0.295,8,19.44,3670,2149,"2500_to_20k",0.053,"adjacent"
3187,227,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.457,0.052,0.143,0.054,0.492,0.199,0.238,0.080629302,0.371681416,0.368731563,0.178957719,11,15,0.309,0.221,0.112,0.077,0.275,11,26.2,2129,1199,"less_than_2500",0.051,"nonadjacent"
3189,306,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Nonspecialized",0.372,0.086,0.238,0.096,0.475,0.226,0.183,0.176762661,0.435948361,0.256206554,0.131082423,12,12,0.333,0.305,0.098,0.067,0.362,10,35.94,6910,2160,"less_than_2500",0.06,"nonadjacent"
3193,280,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.447,0.051,0.235,0.084,0.52,0.257,0.171,0.138071066,0.388832487,0.302538071,0.170558376,12,12,0.311,NA,0.134,0.076,0.272,9,23.9,12269,2460,"2500_to_20k",0.033,"adjacent"
3197,325,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.356,0.044,0.295,0.093,0.489,0.349,0.103,0.176823177,0.337662338,0.317682318,0.167832168,20,8,0.39,0.321,0.157,0.061,0.308,10,83.68,4209,NA,"less_than_2500",0.711,"nonadjacent"
3199,263,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Manufacturing",0.505,0.045,0.146,0.061,0.514,0.237,0.187,0.089552239,0.48159204,0.272636816,0.156218905,12,11,0.363,0.176,0.121,0.066,0.305,13,10.37,3549,2609,"2500_to_20k",0.066,"adjacent"
3201,222,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.466,0.054,0.258,0.098,0.476,0.287,0.151,0.110220441,0.364729459,0.328657315,0.196392786,17,6,0.352,0.195,0.108,0.053,0.289,11,63.73,NA,3779,"less_than_2500",0.403,"nonadjacent"
3202,264,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Government",0.519,0.051,0.173,0.071,0.516,0.248,0.151,0.098311817,0.311817279,0.305858987,0.284011917,13,10,0.325,0.194,0.108,0.072,0.241,8,9,1759,1339,"less_than_250k",0.219,"metro"
3203,279,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Mining",0.642,0.042,0.306,0.108,0.509,0.302,0.147,0.315429688,0.295898438,0.268554688,0.120117188,16,9,0.308,NA,0.112,0.072,0.267,9,31.4,5439,2089,"2500_to_20k",0.893,"adjacent"
3205,433,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Manufacturing",0.443,0.091,0.203,0.052,0.513,0.24,0.156,0.214717742,0.401209677,0.264112903,0.119959677,12,11,0.364,0.257,0.109,0.111,0.335,14,29.93,3530,3099,"2500_to_20k",0.09,"adjacent"
3210,343,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Manufacturing",0.412,0.081,0.289,0.107,0.513,0.233,0.189,0.231237323,0.45841785,0.207910751,0.102434077,11,14,0.355,0.181,0.144,0.099,0.316,13,29.28,3319,1980,"2500_to_20k",0.36,"adjacent"
3211,175,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.568,0.034,0.155,0.052,0.511,0.214,0.142,0.11817279,0.15590864,0.272095333,0.453823237,12,7,0.209,0.097,0.07,0.071,0.164,8,4.43,1030,1019,"more_than_1mil",0.582,"metro"
3213,305,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Government",0.256,0.082,0.163,0.054,0.336,0.092,0.211,0.189216684,0.542217701,0.186164802,0.082400814,4,11,0.332,0.338,0.111,0.058,0.227,14,30.07,NA,NA,"less_than_2500",0.26,"nonadjacent"
3214,346,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.447,0.054,0.256,0.057,0.49,0.232,0.166,0.211519364,0.414101291,0.240317776,0.134061569,10,13,0.356,0.195,0.107,0.097,0.328,11,31.34,8620,8160,"2500_to_20k",0.298,"adjacent"
3217,272,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Recreation",0.543,0.059,0.142,0.062,0.495,0.227,0.199,0.121393035,0.418905473,0.291542289,0.168159204,10,11,0.296,0.184,0.1,0.045,0.273,12,17.17,2749,899,"2500_to_20k",0.06,"adjacent"
3218,381,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.459,0.087,0.212,0.05,0.527,0.24,0.176,0.227364185,0.373239437,0.250503018,0.14889336,12,14,0.384,0.302,0.165,0.102,0.37,13,28.73,3440,2949,"2500_to_20k",0.451,"adjacent"
3220,387,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Mining",0.363,0.098,0.241,0.091,0.512,0.192,0.179,0.319191919,0.38989899,0.2,0.090909091,10,12,0.317,NA,0.142,0.127,0.312,13,34.82,NA,NA,"less_than_250k",0.44,"metro"
3221,234,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.543,0.046,0.141,0.096,0.506,0.222,0.257,0.100101112,0.350859454,0.369059656,0.179979778,9,12,0.304,NA,0.098,0.044,0.273,12,NA,3439,3449,"less_than_2500",0.067,"nonadjacent"
3223,187,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Recreation",0.529,0.039,0.232,0.15,0.487,0.187,0.214,0.073,0.28,0.359,0.288,6,9,0.249,0.153,0.09,0.06,0.239,11,34.65,2579,1259,"less_than_250k",0.047,"metro"
3224,285,"Nonmetro","Noncore_adjacent_to_a_large_metro_area","Nonspecialized",0.525,0.051,0.179,0.078,0.507,0.213,0.188,0.108782435,0.411177645,0.283433134,0.196606786,11,11,0.315,0.261,0.121,0.079,0.328,13,11.32,1980,1970,"2500_to_20k",0.043,"adjacent"
3225,125,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.547,0.031,0.157,0.101,0.464,0.184,0.171,0.094704684,0.347250509,0.305498982,0.252545825,16,2,0.312,NA,0.085,NA,0.302,10,NA,NA,NA,"less_than_2500",0.02,"nonadjacent"
3226,263,"Nonmetro","Noncore_not_adjacent_to_a_metro_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Farming",0.516,0.04,0.379,0.237,0.511,0.204,0.246,0.139581256,0.310069791,0.328015952,0.222333001,9,12,0.291,NA,0.118,NA,0.301,10,NA,NA,1599,"less_than_2500",0.126,"nonadjacent"
3228,179,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.619,0.046,0.155,0.061,0.481,0.13,0.142,0.122469636,0.125506073,0.206477733,0.545546559,11,7,0.156,0.092,0.059,0.068,0.157,8,4.27,749,650,"more_than_1mil",0.553,"metro"
3229,267,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.497,0.081,0.241,0.042,0.517,0.221,0.134,0.149390244,0.234756098,0.25101626,0.364837398,13,7,0.271,0.19,0.096,0.092,0.224,13,6.46,1300,1080,"more_than_1mil",0.558,"metro"
3230,261,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Manufacturing",0.471,0.057,0.246,0.076,0.497,0.22,0.17,0.187250996,0.369521912,0.304780876,0.138446215,10,11,0.313,0.235,0.13,0.092,0.314,13,16.57,3449,2810,"2500_to_20k",0.096,"adjacent"
3233,346,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Nonspecialized",0.413,0.056,0.289,0.124,0.506,0.239,0.188,0.143286573,0.379759519,0.30260521,0.174348697,12,13,0.331,0.255,0.109,0.085,0.296,10,19.59,2810,1730,"more_than_20k",0.233,"nonadjacent"
3236,282,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Nonspecialized",0.493,0.063,0.164,0.072,0.506,0.205,0.207,0.136182903,0.502982107,0.222664016,0.138170974,9,11,0.343,0.228,0.131,0.059,0.295,13,22.67,2039,3079,"2500_to_20k",0.024,"adjacent"
3238,241,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Manufacturing",0.424,0.065,0.289,0.1,0.526,0.238,0.167,0.22333001,0.340977069,0.26221336,0.173479561,11,10,0.291,0.256,0.111,0.079,0.29,13,19.81,2270,1609,"2500_to_20k",0.217,"adjacent"
3239,359,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Nonspecialized",0.406,0.078,0.241,0.061,0.529,0.282,0.147,0.238430584,0.452716298,0.1861167,0.122736419,16,11,0.412,0.247,0.15,0.108,0.353,10,28.31,3260,1509,"more_than_20k",0.446,"adjacent"
3240,353,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Nonspecialized",0.415,0.061,0.261,0.087,0.499,0.232,0.161,0.180808081,0.41010101,0.277777778,0.131313131,14,13,0.347,0.221,0.137,0.096,0.3,12,19.61,2230,1150,"more_than_20k",0.336,"nonadjacent"
3241,328,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.452,0.075,0.239,0.051,0.521,0.251,0.149,0.139581256,0.334995015,0.309072782,0.216350947,14,10,0.35,0.226,0.122,0.118,0.3,13,22.45,2169,1629,"250k_to_1mil",0.417,"metro"
3242,260,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Farming",0.568,0.023,0.158,0.072,0.5,0.234,0.213,0.109218437,0.332665331,0.320641283,0.23747495,11,7,0.359,0.125,0.09,NA,0.29,10,NA,NA,NA,"less_than_2500",0.03,"nonadjacent"
3243,175,"Nonmetro","Noncore_adjacent_to_micro_area_and_contains_a_town_of_2500_19999_residents","Mining",0.371,0.07,0.283,0.15,0.5,0.322,0.109,0.164705882,0.314705882,0.326470588,0.194117647,16,9,0.284,0.091,0.086,0.058,0.301,9,40.49,1170,1849,"2500_to_20k",0.547,"nonadjacent"
3244,279,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.444,0.057,0.201,0.077,0.499,0.226,0.173,0.134061569,0.384309831,0.301886792,0.179741807,11,11,0.361,0.28,0.122,0.09,0.299,14,11.3,2129,2060,"more_than_1mil",0.126,"metro"
3248,387,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Nonspecialized",0.423,0.055,0.234,0.051,0.486,0.254,0.139,0.160873883,0.42204568,0.257199603,0.159880834,14,10,0.345,0.259,0.132,0.091,0.323,10,27.91,5160,2010,"2500_to_20k",0.167,"adjacent"
3251,313,"Nonmetro","Noncore_adjacent_to_a_small_metro_with_town_of_at_least_2500_residents","Manufacturing",0.445,0.058,0.282,0.089,0.51,0.245,0.158,0.212851406,0.40562249,0.252008032,0.129518072,13,11,0.332,0.287,0.115,0.088,0.344,14,24.53,3359,2669,"2500_to_20k",0.092,"adjacent"
3253,292,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.428,0.073,0.206,0.04,0.508,0.185,0.197,0.098328417,0.432645034,0.285152409,0.18387414,8,13,0.341,0.263,0.17,0.081,0.359,14,10.14,4940,3969,"less_than_250k",0.016,"metro"
3255,218,"Nonmetro","Micropolitan_adjacent_to_a_small_metro_area","Recreation",0.54,0.051,0.116,0.067,0.494,0.229,0.217,0.084168337,0.309619238,0.366733467,0.239478958,12,12,0.281,0.171,0.088,0.054,0.241,12,13.9,1820,1730,"2500_to_20k",0.057,"adjacent"
3256,398,"Nonmetro","Noncore_adjacent_to_micro_area_and_does_not_contain_a_town_of_at_least_2500_residents","Nonspecialized",0.376,0.081,0.258,0.098,0.514,0.249,0.166,0.172,0.374,0.271,0.183,9,15,0.408,0.264,0.137,0.138,0.377,11,32.38,7979,1999,"less_than_2500",0.362,"nonadjacent"
3257,435,"Nonmetro","Micropolitan_adjacent_to_a_large_metro_area","Nonspecialized",0.364,0.102,0.253,0.045,0.539,0.276,0.153,0.244444444,0.313131313,0.333333333,0.109090909,16,13,0.381,0.251,0.163,0.14,0.372,12,33.31,3000,3059,"2500_to_20k",0.649,"adjacent"
3258,293,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Manufacturing",0.429,0.073,0.231,0.07,0.511,0.225,0.163,0.233766234,0.317682318,0.312687313,0.135864136,10,11,0.285,0.226,0.119,0.084,0.278,13,17.53,3600,2279,"250k_to_1mil",0.12,"metro"
3259,250,"Metro","Large_in_a_metro_area_with_at_least_1_million_residents_or_more","Nonspecialized",0.537,0.046,0.119,0.03,0.48,0.214,0.158,0.100502513,0.327638191,0.365829146,0.206030151,12,10,0.267,0.159,0.081,0.07,0.293,13,17.12,3439,2709,"more_than_1mil",0.089,"metro"
3262,313,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.438,0.055,0.271,0.115,0.499,0.266,0.14,0.146560319,0.39780658,0.296111665,0.159521436,15,8,0.321,0.17,0.111,0.072,0.266,10,18.94,4129,3029,"250k_to_1mil",0.04,"metro"
3264,239,"Metro","Small_in_a_metro_area_with_fewer_than_1_million_residents","Nonspecialized",0.468,0.036,0.181,0.056,0.514,0.207,0.18,0.125,0.348632813,0.297851563,0.228515625,10,10,0.336,0.204,0.114,0.076,0.327,13,12.82,1949,1590,"250k_to_1mil",0.084,"metro"
3265,320,"Nonmetro","Micropolitan_not_adjacent_to_a_metro_area","Nonspecialized",0.404,0.058,0.226,0.035,0.478,0.193,0.199,0.153450051,0.475798146,0.178166838,0.192584964,11,13,0.348,0.245,0.124,0.085,0.285,13,11.68,2669,1130,"2500_to_20k",0.026,"nonadjacent"
